id	chapter	japanese	full_english	glossary_references	notes
completion.00b444ec	castle_tavern	＊「ダグラスは　お料理上手だったのに……<LF><TAB>きい～っ！	"???: ""Douglas was such a good cook... Argh!"""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44524	castle_tavern	＊「まあ　私が　オーナーだっていうのに<LF><TAB>ここの　お食事の　まずさったら<LF><TAB>何なの！？	"???: ""I own this place! How can the food be so awful?!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b445b0	castle_tavern	＊「お城の　祝典のじゅんびで<LF><TAB>マスターが　お手伝いに<LF><TAB>呼ばれちゃったから。	"???: ""The owner was called away to help prepare the castle celebration."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b445fc	castle_tavern	＊「ごめんなさいね。<LF><TAB>今日は　お休みなの。	"???: ""I'm sorry. We're closed today."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44650	castle_tavern	＊「すやすや……。	"???: ""...Zzz..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b446a4	castle_tavern	＊「あら？　あなたには　ここに来るには<LF><TAB>まだ　早いんじゃないかしら？<LF><TAB>ウフフ。	"???: ""Oh? Aren't you a bit young to be coming here? Hee hee."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b446f4	castle_tavern	＊「いらっしゃいませ。<LF><TAB>どうぞ　ごゆっくり。	"???: ""Welcome. Please make yourself at home."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b447bc	castle_tavern	＊「なれない　お城の調理場で<LF><TAB>カタが　こっちゃったな～。<LF><TAB>オレには　ここが　いちばんだよ。	"???: ""Working in that unfamiliar castle kitchen left my shoulders stiff. This is where I belong."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44850	castle_tavern	＊「あたしだって　たまには<LF><TAB>飲みたいときが　あるのよ。<LF><TAB>グビグビ……。	"???: ""Even I feel like a drink now and then. Gulp, gulp..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44898	castle_tavern	＊「あたしみたいな　若い女が<LF><TAB>ひとりで　飲んでちゃ　おかしい？	"???: ""Is it strange for a young woman like me to drink alone?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44908	castle_tavern	＊「この町には　合成をできる鍛冶屋が<LF><TAB>いると聞いて　来たんですが<LF><TAB>どこに　いるのかなあ……	"???: ""I came because I heard a blacksmith here can do synthesis. Where could he be?"""	synthesis	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Existing synthesis terminology retained. Anonymous speaker remains ???.
completion.00b449fc	castle_tavern	＊「今度のお休みには　モンスター闘技場に<LF><TAB>行こうかしら。　戦うモンスターを<LF><TAB>見てると　ドキドキしてくるのよね。	"???: ""Maybe I'll visit the Monster arena on my next day off. Watching monsters fight is so exciting."""	interface.dungeon.026,place.journey.00873010	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44a9c	castle_tavern	＊「きゅうけい時間に　こういう店に<LF><TAB>出入りできるように　なるとは<LF><TAB>王さまも　おやさしくなったものです。	"???: ""The king has become kinder, letting us visit places like this during our breaks."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e3ec	castle_smith	トビラには　カギがかかっている。<LF>どうやら　外の店員が<LF>出入りするためのものらしい。	The door is locked. It seems to be for the shopkeeper outside to come and go.		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b4e458	castle_smith	“合成屋　創業60年。<LF>一見さん　おことわり”	'Synthesis shop. Established 60 years. No first-time customers.'	synthesis	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Preserve the stated sixty-year business history and introduction-only policy.
completion.00b4e520	castle_smith	＊「りっぱな　学者になるって　お城に<LF><TAB>つとめたのに　結局　やめてしまって。<LF><TAB>何を　考えてるんだか……。	"???: ""He joined the castle to become a great scholar, then quit. What is he thinking...?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e588	castle_smith	＊「うちの　ムスコは　おじいさんの<LF><TAB>あとをついで　鍛冶屋に　なるのを<LF><TAB>いやがってね。	"???: ""My son didn't want to follow his grandfather and become a blacksmith."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e5f8	castle_smith	＊「今は　城が　ざわついておって<LF><TAB>気がちって　たまらん。<LF><TAB>また　今度　来るがええ。	"???: ""All that commotion at the castle is distracting me. Come back another time."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e64c	castle_smith	＊「フン……。　悪いが　わしゃ<LF><TAB>気分が　のったときにしか<LF><TAB>仕事を　しないんじゃよ。	"???: ""Hmph. Sorry, but I only work when I feel like it."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e708	castle_smith	＊「うちの　ドラ息子が　やっと<LF><TAB>おじいさんの仕事を　勉強する気に<LF><TAB>なったみたいなのよ。	"???: ""My good-for-nothing son finally seems ready to learn his grandfather's trade."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4e778	castle_smith	＊「ええじゃろ。　あんたのためなら<LF><TAB>仕事をしてやるよ。　困った時には<LF><TAB>わしを　たずねて来るがええ。	"???: ""Very well. I'll work for you. Come and see me when you need something."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
