offset	chapter	english	notes
00B5F8DC	castle_town_homes	"???: ""I'm going to watch the celebration. What should I wear?"""	
00B5F978	castle_town_homes	"???: ""It's all thanks to you. Thank you, thank you..."""	
00B5F9B8	castle_town_homes	"???: ""Ah, now the next world can come for me in its own time, instead of the darkness."""	
00B5FA40	castle_town_homes	"???: ""Let's see... Was that dish at the celebration something like this...?"""	
00B64198	castle_well	"Miko: ""Meow..."""	
00B641B0	castle_well	She seems to have fallen into the well and become trapped.\nHelp her out?	Named cat Miko; rescue question preserved.
00B64200	castle_well	"Miko: ""Meeooow..."""	
00B6426C	castle_well	"???: ""Shh! Quiet! The monsters will hear us!"""	
00B642BC	castle_well	"Mikey: ""Woof, woof!"""	
00B6F98C	tipper_shrine	"???: ""Oh, Tipper. Are you sure it's safe to wander outside on your own?"""	
00B6F9F8	tipper_shrine	"???: ""Even Torneko's son can't pass without the chief's permission."""	
00B6FA58	tipper_shrine	"???: ""This is the sacred shrine of our people of Barinabo."""	
00B6FDE4	tipper_shrine	"???: ""I'm glad we people of Barinabo can serve as guides to this world once again."""	
00B6FE3C	tipper_shrine	"???: ""I see. The time has come for the Gate of Truth to open."""	
00B6FE8C	tipper_shrine	"???: ""I'll pray that you reach Torneko. Keep going!"""	
00B6FEDC	tipper_shrine	"???: ""Examine the door deep on the right underground. You should be able to fit the Star of the Gods into it."""	Preserve underground right-hand route; do not substitute the earlier left route.
00BC8E54	lighthouse_house	'The Sea Dragon and the Lighthouse'\nThis book tells Sea Dragon Isle's legends in words even children can understand.	Project book title; original island legend, not an outside publication.
00BC8F34	lighthouse_house	A map hangs on the wall. The small island drawn to the left of center seems to be this one.	
00BC908C	lighthouse_house	"???: ""What shall I cook today? The bread made with Dragon's mane came out nicely, but..."""	
00BC9124	lighthouse_house	"???: ""He says if monsters settled there, the sacred flame could never be lit again."""	
00BC9188	lighthouse_house	"???: ""His brother still stubbornly guards the flame's altar."""	
00BC9224	lighthouse_house	"???: ""He's my brother. Despite appearances, he's a serious man through and through."""	
00BC9270	lighthouse_house	"???: ""...Well, not that anything like that could happen."""	
00BC92A4	lighthouse_house	"???: ""I see. If you do recover the sacred flame, please take it to my brother."""	
00BC9310	lighthouse_house	"???: ""Have you met the lighthouse keeper?"""	
00BC941C	lighthouse_house	"???: ""They're buried underground now, but legend says the god's sacred flame is sealed deep within."""	
00BC9488	lighthouse_house	"???: ""North of this island are ruins from hundreds of years ago, when the island still prospered."""	
00BC94D8	lighthouse_house	"???: ""Then perhaps there is hope. I'll tell you where to find the divine flame sealed away by a fiend."""	
00BC9540	lighthouse_house	"???: ""Oh, a traveler? ...Hmm. You have good, honest eyes."""	
00BC960C	lighthouse_house	"???: ""Did you sleep well? Come back any time."""	
00BC9644	lighthouse_house	"???: ""Rest well, then..."""	
00BC9660	lighthouse_house	"???: ""Oh, I see. Come back whenever you feel like resting."""	
00BC96B0	lighthouse_house	"???: ""Would you like to rest here?"""	
00BC96D4	lighthouse_house	"???: ""Oh, my. Welcome! You've come quite a way."""	
00BC9778	lighthouse_house	"???: ""He said it to you too, didn't he? Really gets on your nerves!"""	
00BC97B4	lighthouse_house	"???: ""That pompous man next door said I could never recover the sacred flame!"""	
00BC994C	lighthouse_house	"???: ""Now the Dragon's mane will surely grow in abundance again."""	
00BC9990	lighthouse_house	"???: ""Oh, my! The Sea Dragon's sacred flame really does exist!"""	
00BC9A00	lighthouse_house	"???: ""I'm sure those feelings reached the dragon god, too. Right, dear?"""	
00BC9A8C	lighthouse_house	"???: ""I see my brother in a whole new light. Thank you."""	
00BC9ABC	lighthouse_house	"???: ""To be honest, I thought my brother, the keeper, was just an old-fashioned, serious bore."""	
00BC9B1C	lighthouse_house	"???: ""So the Sea Dragon's sacred flame really did exist."""	
00BC9B78	lighthouse_house	"???: ""Meow?! Purrr..."""	
00BC9C84	lighthouse_house	"???: ""Hurry to the altar on the top floor! In your hands, the flame should be safe from monsters."""	
00BC9CE4	lighthouse_house	"???: ""Just bring the flame close to the altar. You'll be guided naturally."""	
00BC9D34	lighthouse_house	"???: ""Huh? How do you offer the flame at the lighthouse altar?"""	
00BC9D60	lighthouse_house	"???: ""Hmm! Wonderful! It seems I judged you correctly."""	
00BC9DC0	lighthouse_house	"???: ""That's wonderful. Now hurry and light the flame on the altar."""	
00BC9E6C	lighthouse_house	"???: ""...What? Don't talk to me. I'm busy."""	
00BC9FEC	lighthouse_house	"???: ""Sorry. There's only enough left for my family. Come back another time."""	
00BCA044	lighthouse_house	"???: ""Oh? Would you like this bread too, Torneko?"""	
00BCA07C	lighthouse_house	"???: ""Now the Dragon's mane grows so well, the bread seems to taste better, too."""	
00BCA0D4	lighthouse_house	"???: ""Sell or discard something, then come back."""	
00BCA11C	lighthouse_house	"???: ""...Oh, but your bag seems to be full."""	
00BCA158	lighthouse_house	"???: ""Here, take it! Fresh from the oven!"""	
00BCA190	lighthouse_house	"???: ""Oh, I see. Then I'll have both portions myself."""	
00BCA1D8	lighthouse_house	"???: ""Oh, Torneko! Would you like to take some of this delicious bread?"""	
00BCA23C	lighthouse_house	"???: ""What shall I cook today? The bread made with Dragon's mane came out nicely, but..."""	
00BCA2BC	lighthouse_house	"???: ""Meow, meow, meow!"""	
00BCA3A8	lighthouse_house	"???: ""...and someday uncover a legend that may help you. Until we meet again then..."""	Continues the preceding promise to keep researching.
00BCA408	lighthouse_house	"???: ""So far, I know only about this island. But I shall continue my research..."""	
00BCA468	lighthouse_house	"???: ""Its warm light must have reached even the depths of the sea."""	
00BCA4B0	lighthouse_house	"???: ""Ah, Torneko. Thanks to you, the sacred flame shines on this island and its seas once more."""	
00BCA538	lighthouse_house	"???: ""Snooore... Mmm... I can't drink another drop! ...Snort."""	
00BCA600	lighthouse_house	"???: ""Oh, my! Aren't you Torneko?"""	
00BCA7F4	lighthouse_house	"???: ""Oh, but your bag's full. Sell or discard something, then come back."""	
00BCA850	lighthouse_house	"???: ""That bread is made with special mane wheat. It won't spoil easily."""	Preserve resistance to spoilage without asserting absolute immunity.
00BCA8A8	lighthouse_house	"???: ""Oh! You've brought Golden mane? Then I'll give you this special bread."""	
00BCA90C	lighthouse_house	"???: ""Sorry, this special bread can only be baked with Golden mane. You'll need to bring some..."""	
00BCA978	lighthouse_house	"???: ""Huh? You want this special bread?"""	
00BCA9A4	lighthouse_house	"???: ""La la la! Let's bake delicious bread! Fluffy and golden, come and have some!"""	Sung prose rendered without an unsupported music-note glyph.
00BCABFC	statue_advice	"???: ""The figure of a Shaman appears to be carved into this statue."""	Exact reviewed きとうし species, not a generic priest.
00BCAC44	statue_advice	"???: ""Please be careful."""	
00BCAC60	statue_advice	"???: ""Stay alert when foes and allies swap places. An immediate attack could leave you in trouble."""	
00BCACD0	statue_advice	"???: ""You might think the effect isn't much to worry about, but..."""	
00BCAD14	statue_advice	"???: ""The Swap statue. It swaps the positions of those in the same room."""	
00BCAD6C	statue_advice	"???: ""If you can destroy the statue, it's best to do so quickly."""	
00BCADB8	statue_advice	"???: ""But you can't tell where it will land, so you can't dodge it..."""	
00BCAE0C	statue_advice	"???: ""Being crushed beneath it would be awful."""	
00BCAE40	statue_advice	"???: ""The Big Moai statue. They say it sometimes floats up, then falls from the sky."""	
00BCAE9C	statue_advice	"???: ""Both attacking monsters and your companions act as though this statue were you."""	Preserve effects on both sides.
00BCAEF8	statue_advice	"???: ""The Decoy statue. As its name suggests, it takes your place as a decoy."""	
00BCAF50	statue_advice	"???: ""Personally, I'd simply keep well away."""	
00BCAF88	statue_advice	"???: ""If you're very confident in your health, you could lure monsters close and make use of it..."""	
00BCAFE4	statue_advice	"???: ""Just approaching it seems to bring a fiery attack."""	
00BCB01C	statue_advice	"???: ""The Flame statue. Never approach this one carelessly."""	
00BCB06C	statue_advice	"???: ""However, those who are asleep or flying seem to avoid being tripped."""	Preserve sleep and flight exceptions.
00BCB0B8	statue_advice	"???: ""Be especially careful when carrying items you don't want to drop."""	
00BCB118	statue_advice	"???: ""The Tripping statue. While it's present, someone may be tripped up now and then."""	
00BCB16C	statue_choices	Cancel	End the six-row statue-topic menu.
00BCB174	statue_choices	Swap statue	Existing reviewed full statue name.
00BCB184	statue_choices	Big Moai statue	Existing reviewed full statue name.
00BCB198	statue_choices	Decoy statue	Existing reviewed full statue name.
00BCB1A8	statue_choices	Flame statue	Existing reviewed full statue name.
00BCB1B4	statue_choices	Tripping statue	Existing reviewed full statue name.
00BCB1C0	statue_advice	"???: ""Would you like to hear what I've learned about statues?"""	
00BCB204	statue_advice	"???: ""I've been researching the mysterious statues said to exist in dungeons somewhere in the world."""	
00BCB344	lighthouse_house	"???: ""Oh, I see. I may be old, but I still keep the beds properly made..."""	
00BCB3A0	lighthouse_house	"???: ""Oh, a guest? Would you like to rest here?"""	
00BD293C	journey_rest_stops	"???: ""Sorry, I don't have any right now. Come back in a while."""	
00BD297C	journey_rest_stops	"???: ""Huh? You want another Antidotal herb?"""	
00BD29A4	journey_rest_stops	"???: ""Sorry. Maybe next time."""	
00BD29C4	journey_rest_stops	"???: ""...Or so I thought. Your bag's full!"""	
00BD2A00	journey_rest_stops	"???: ""Here! Have this Antidotal herb as a token of our new friendship."""	
00BD2A40	journey_rest_stops	"???: ""Whoa! I sure didn't expect to meet anyone here! You startled me!"""	
00BDB0D4	journey_rest_stops	The door is firmly shut! It seems it can't be opened from this side.	
00BDB15C	journey_rest_stops	"???: ""What an awful cave I've wandered into! I might not even make it back to my own town."""	
00BDB1C0	journey_rest_stops	"???: ""I'm a merchant from the port town. I thought I could do even bigger business on another island..."""	
00BDB22C	journey_rest_stops	"???: ""Oh? Are you from Great Baleina Isle to the north, too?"""	
00BDB28C	journey_rest_stops	"???: ""Even if you reach Great Baleina, you might never be able to return here."""	
00BDB2EC	journey_rest_stops	"???: ""Unless you're truly prepared, you'd best not go up there."""	
00BDB32C	journey_rest_stops	"???: ""Great Baleina Isle, beyond the dungeon above, is in terrible trouble."""	
00BDB3B4	journey_rest_stops	"???: ""I managed to flee this far, but I'm too frightened to go any farther..."""	
00BDB404	journey_rest_stops	"???: ""I used to live in Costa Libera, a town to the north."""	
00BDB468	journey_rest_stops	"???: ""Sob... The town is freezing, and the dungeon's full of monsters... What should I do?"""	
00BDB4F0	journey_rest_stops	"???: ""Those people told me the town's in terrible trouble. Oh, what could have happened to my daughter?"""	
00BDB550	journey_rest_stops	"???: ""I trade in the port town. The dungeon's monster merchants beat me, so I decided to go home..."""	
00BDB624	journey_rest_stops	"???: ""The northern island is in trouble, but things ahead may be worse. I'm keeping watch here."""	
00BDB71C	journey_rest_stops	"???: ""What?! To think there are still people coming all the way out here!"""	
00BDB81C	journey_rest_stops	"???: ""The world seems to be at peace. I'll take this chance to become a traveling merchant again."""	
00BE3EB0	journey_rest_stops	"???: ""Good morning. Take care on your travels."""	
00BE3F14	journey_rest_stops	"???: ""I see. The road is a hard one. Please don't push yourself too much."""	
00BE3F60	journey_rest_stops	"???: ""I'm a traveling nun. Would you care to rest here for a while?"""	
00BE3FD4	journey_rest_stops	"???: ""Snorrr... Snorrr!"""	
00BE4024	journey_rest_stops	"???: ""Hm? You're only a child! Ha ha ha! You'll never make it any farther."""	
00BE4080	journey_rest_stops	"???: ""Everyone who comes here is a seasoned warrior hoping to become a hero."""	
00BE40FC	journey_rest_stops	"???: ""They seem to be descendants of the Barinabo tribe, said in legend to be messengers of the gods."""	
00BE4158	journey_rest_stops	"???: ""A couple swept away long ago by a great storm on an island north of here..."""	
